"idtweet,"datecreated","username","text","lang","location","lat","lng"
"919049805996986368","Sat Oct 14 03:58:43 +0000 2017","dimanamacetid","[10:57] #SURABAYA #KECELAKAAN Tol Waru - Sidoarjo #SS","in","Indonesia","-7.353529","112.709274"
"919049820786085888","Sat Oct 14 03:58:47 +0000 2017","pandebaik","Lembur di saat orang pada Libur... Yuk, demi mensejahterakan masyarakat Badung #overtime #work… https://t.co/EygAiyX3Wc","in","Indonesia","-8.60345348","115.17883429"
"919049835046686720","Sat Oct 14 03:58:50 +0000 2017","juliuzickboy","Jualan buku nih skrg Bangcok 😅 @ Lapak Gaul _ JI https://t.co/OTz6ie0iUs","in","Indonesia","-6.21780809","106.86928454"
"919049842092937223","Sat Oct 14 03:58:52 +0000 2017","prince_ayy","At Garuda Indonesia Executive Lounge — https://t.co/nr7S0KtmWm","in","Indonesia","1.54335","124.92278"
"919049848510324737","Sat Oct 14 03:58:53 +0000 2017","iyunkdoank","At Kandang Iyunk Doank [pic] — https://t.co/GGXi88whsx","in","Indonesia","-6.36011","106.87494"
"919049979980931077","Sat Oct 14 03:59:25 +0000 2017","Trismayangsari","Bebahagialah dengan caramu sendiri (Because bahagia ku hanyalah ini… https://t.co/nxXKhFJeuX","in","Indonesia","-6.2173","106.839"
"919049980693897217","Sat Oct 14 03:59:25 +0000 2017","syantichrist85","Sesungguhnya pipi ini spt bakpao😁😁 #chubbycheeks #dontcare @ Pondok Aren https://t.co/7eypZzcHZx","in","Indonesia","-6.28111111","106.70194444"
"919049987585134592","Sat Oct 14 03:59:26 +0000 2017","pstni_official","Ayo pasti biasa ! #pstni #liga1 #pantangmenyerah💪 ##pstniday @ Malang https://t.co/OTKR45GtOt","in","Indonesia","-7.98","112.62"
"919050025103081472","Sat Oct 14 03:59:35 +0000 2017","fadhlyalfarisi","At Gedung Manggala Wanabakti — https://t.co/cuex8TSSW7","in","Indonesia","-6.20616","106.79935"
"919050028559212544","Sat Oct 14 03:59:36 +0000 2017","ErricSaity17","Selamat pagi matahari dan lautan yang selalu memberi keindahan di dunia Ketika traveling,… https://t.co/XjIEhQteje","in","Indonesia","-8.412394","121.028778"
"919050047089795073","Sat Oct 14 03:59:41 +0000 2017","airul025","Kamu adalah bukti dari cantiknya paras dan hati...kau jadi harmoni saatku bernyanyi...tentang… https://t.co/HBsZj06f5j","in","Indonesia","-0.10863366","109.38995376"
"919050076701339648","Sat Oct 14 03:59:48 +0000 2017","Mbayubriandita","Wheel of life.. @ Wisata Hutan Kota Talang Indah Pajaresuk 11 Pringsewu https://t.co/K9h1yyPrOd","in","Indonesia","-5.35478992","104.94653691"
"919050117109317632","Sat Oct 14 03:59:57 +0000 2017","ImKhairulAzhar","Saya tahu buah2 yang dekat awak tu semua manis,tapi tak semanis awak… https://t.co/BXSTan9f58","in","Indonesia","-6.2475706","106.9317563"
"919050161434779650","Sat Oct 14 04:00:08 +0000 2017","BayoeNganyoet","At Sentiong Pasar Minggu — https://t.co/8XjYhK1Ino","in","Indonesia","-6.2815","106.84026"
"919050177515741184","Sat Oct 14 04:00:12 +0000 2017","HansIPPH","Sejenak aku ingin merenungkan apa yang telah kuperbuat hari ini, apa yang telah kurasakan, apa… https://t.co/YVLoq4hev2","in","Indonesia","3.44809756","98.60590713"
"919050214530363393","Sat Oct 14 04:00:20 +0000 2017","AleAureola","At Jembatan Suramadu — https://t.co/CJZvuzRVij","in","Undefined","-7.30445","112.74918"
"919050244469542912","Sat Oct 14 04:00:28 +0000 2017","nusabalicom","Menaruh anak tidak pada tempatnya saat berkendara sangat berbahaya. Jangan ditiru ya, Sobat… https://t.co/338h89kLl0","in","Indonesia","-8.64619568","115.18066406"
"919050249779404806","Sat Oct 14 04:00:29 +0000 2017","drinkaholic","Down again 😧 @ Rumah Sakit Grha Kedoya https://t.co/SGp2J9aJv6","in","Indonesia","-6.16773432","106.76406384"
"919050259140980736","Sat Oct 14 04:00:31 +0000 2017","taniaalena1","At Masjid Raya Mujahidin — https://t.co/c7MewIJkYz","in","Indonesia","-0.02132","109.32311"
"919050297250496517","Sat Oct 14 04:00:40 +0000 2017","Berlindaalmsh","Ini udah paling mending. Ada suara nyanyinya tapi gak annoying wkwkwk #ringalinga #TAEYANGinJKT… https://t.co/edeUNRbldx","in","Indonesia","-6.11867027","106.9134209"
"919050316284383232","Sat Oct 14 04:00:45 +0000 2017","Mbayubriandita","The edge of the sky.. @ Wisata Hutan Kota Talang Indah Pajaresuk 11 Pringsewu https://t.co/mN53RgABWl","in","Indonesia","-5.35478992","104.94653691"
"919050373977006080","Sat Oct 14 04:00:58 +0000 2017","djidot","Let s #lunch @ Pondok Wisata Pantai Cemara https://t.co/JaGegr8smc","in","Indonesia","-9.49173076","120.1391981"
"919050391290912768","Sat Oct 14 04:01:03 +0000 2017","NoldyRahman","At Bandara Abdulrachman Saleh (MLG) (Bandar Udara Abdulrachman Saleh) — https://t.co/ubzMEWuAbr","in","Indonesia","-7.93691","112.70941"
"919050393815998464","Sat Oct 14 04:01:03 +0000 2017","SYAQlENNA","At Royal Mansion Banguntapan [pic] — https://t.co/LhYl3dhi3J","in","Indonesia","-7.8295","110.40769"
"919050411952054272","Sat Oct 14 04:01:07 +0000 2017","evitampubolon","Halak hita @ Kota Padangsidimpuan Dan Sekitarnya https://t.co/d0OKeTQXrF","in","Indonesia","1.40281","99.24128"
"919050427580211200","Sat Oct 14 04:01:11 +0000 2017","otofifcom","Service at Otofif Service and Maintenance Priority. Isi Freon Ac.. Supaya ac nya lebih dingin… https://t.co/BH6igbaoWg","in","Indonesia","-6.30408017","106.78221703"
"919050484404465664","Sat Oct 14 04:01:25 +0000 2017","Shabby8883","At Kampus STIKes Kharisma Karawang — https://t.co/dJJwrcficX","in","Indonesia","-6.28981","107.2917"
"919050501093695488","Sat Oct 14 04:01:29 +0000 2017","calyta_girl","At Polsek ungaran — https://t.co/JvOP4lgWEF","in","Indonesia","-7.16418","110.41247"
"919050509633314816","Sat Oct 14 04:01:31 +0000 2017","yemimadistia","Langit Jogja lagi galauuuu yah https://t.co/I1ogWbevdJ","in","Indonesia","-7.7842797","110.3786915"
"919050529732481025","Sat Oct 14 04:01:36 +0000 2017","JidinMS","Bersama Ketua MUI Bidang Infokom KH Masduki Badlowi di acara Forum Dialog Literasi Media. di… https://t.co/DvJOZmItfz","in","Undefined","-5.1431608","119.4081341"
"919050539605700608","Sat Oct 14 04:01:38 +0000 2017","jen_redz","At Kolam Renang Pahoman — https://t.co/JwABbHoNzg","in","Indonesia","-5.4269","105.2679"
"919050540448927745","Sat Oct 14 04:01:38 +0000 2017","Olisimus","I m at Stasiun Sawah Besar in Jakarta Barat, DKI Jakarta https://t.co/visxByFNjB","in","Indonesia","-6.16073689","106.82766438"
"919050559713349637","Sat Oct 14 04:01:43 +0000 2017","Mbayubriandita","Vespa 84 @ Wisata Hutan Kota Talang Indah Pajaresuk 11 Pringsewu https://t.co/CdtSNRhTzG","in","Indonesia","-5.35478992","104.94653691"
"919050560959143936","Sat Oct 14 04:01:43 +0000 2017","semur_jamur","Yuujinchou JCUtama #jcutamaactivity @jcutama @ Villa Ziko 19 lembang https://t.co/b10a93qCRk","in","Indonesia","-6.81750977","107.60295061"
"919050582639251456","Sat Oct 14 04:01:48 +0000 2017","Teewoel","With Era at Krisna, oleh2 khas Bali [pic] — https://t.co/s3VMaKhBAL","in","Indonesia","-8.74224","115.17874"
"919050605682876419","Sat Oct 14 04:01:54 +0000 2017","MafiaWarGuy","Just posted a video @ Pusat Grosir Pasar Pagi Mangga Dua https://t.co/un4zaoF5bZ","in","Indonesia","-6.13643","106.82383"
"919050643351863296","Sat Oct 14 04:02:03 +0000 2017","AdlanGhilm","Kalo lo males pergi ke tempat kerja. Berarti ada yang salah sama pekerjaan yang lo jalani. And i… https://t.co/YiLdsfdsbb","in","Indonesia","-6.91278","107.606"
"919050650314407936","Sat Oct 14 04:02:04 +0000 2017","Elsadyn","At Perumahan Permata Tamansari Pasopati Arcamanik — https://t.co/c5XbwgrW7q","in","Indonesia","-6.91952","107.68028"
"919050657306308608","Sat Oct 14 04:02:06 +0000 2017","magicpetshop1","Maaf ya, Bunbun harus kita gundul karena kutunya banyak 😢 GWS nak 😘 Magic Petshop melayani… https://t.co/HzhPhrLObM","in","Indonesia","-7.7937891","110.3790547"
"919050705003933699","Sat Oct 14 04:02:17 +0000 2017","roniroeslan","Obrolin aja dulu di pinggir empang 🏊 #coupleyoung #couplegram #couplesweet #coupletrip👫… https://t.co/EzxcN3z9xd","in","Indonesia","-8.66847233","115.15037719"
"919050764215115776","Sat Oct 14 04:02:31 +0000 2017","Adeanto","Pameran CES 2017 ,Banyak discount dan promo di boothnya @qwordsdotcom https://t.co/AjGhrxQ6gH https://t.co/2ysoIkF2k6","in","Indonesia","-7.79932624","110.40399643"
"919050787682009089","Sat Oct 14 04:02:37 +0000 2017","JKTXperience","MENDELSSOHN SYMPHONY NO. 5 Sun 12 Nov 2017, 5pm aulasimfoniajakarta #Kemayoran HTM: Rp… https://t.co/7mrRU8hs8t","in","Indonesia","-6.15284006","106.843157"
"919050807995019265","Sat Oct 14 04:02:42 +0000 2017","joeza_eza","At Bandara Abdulrachman Saleh (MLG) (Bandar Udara Abdulrachman Saleh) — https://t.co/LRcsRupyK3","in","Indonesia","-7.93766","112.71179"
"919050823342026752","Sat Oct 14 04:02:46 +0000 2017","fifauto","DIJUAL MOBIL BEKAS BERGARANSI Toyota yaris 1.5 TRD MT *Tangan 1 dr baru *Km 23 ribu *Surat2… https://t.co/NK1C7WS4zQ","in","Indonesia","-6.28714553","106.80674314"
"919050832716357632","Sat Oct 14 04:02:48 +0000 2017","marialavau","At Bank Mandiri KCP Sempaja [pic] — https://t.co/iauOCzJ2MN","in","Indonesia","-0.4513","117.14395"
"919050850651246592","Sat Oct 14 04:02:52 +0000 2017","miruloy","Ngam (@ Ascott Jakarta - @propertindo_id in Jakarta Pusat, DKI Jakarta) https://t.co/MoLcFNi9JR","in","Indonesia","-6.19492685","106.81895795"
"919050879956697088","Sat Oct 14 04:02:59 +0000 2017","fifauto","DIJUAL MOBIL BEKAS BERGARANSI Toyota yaris 1.5 TRD MT *Tangan 1 dr baru *Km 23 ribu *Surat2… https://t.co/BlUaSYBbua","in","Indonesia","-6.28714553","106.80674314"
"919050885363200001","Sat Oct 14 04:03:00 +0000 2017","IndriAnikmah","➡Untuk beberapa bulan kita butuh bimbingan ➡untuk sosok inspirasi… https://t.co/MkXla5A9TU","in","Indonesia","-0.4684832","117.154152"
"919050890157461505","Sat Oct 14 04:03:02 +0000 2017","noorwikas","Bismillah Alhamdulillah Trmks Yaa Allah Selamat adik2ku drg. Adi… https://t.co/sK6q3j3Z5i","in","Indonesia","3.59776063","98.73191"
"919050891218452480","Sat Oct 14 04:03:02 +0000 2017","kamarkj","Terima kasih mas kuntoadirumekso atas karyanya yg kereeenn.......keren bingit!! Semoga kejadian… https://t.co/lq6aiJCeTR","in","Indonesia","-6.2173","106.839"
"919050905491771393","Sat Oct 14 04:03:05 +0000 2017","wbc_coffe","Dapatkan spesial promo tas ransel dan kopi bubuk tulen hanya 100K #kopibubuktulen @ WELID Bistro CO https://t.co/AWIO2yiaDj","in","Undefined","-6.72284","111.65307"
"919050916929576960","Sat Oct 14 04:03:08 +0000 2017","lestari_risti","Watching It (with Hani at Permata Hijau Blok A) — https://t.co/Z5Jw9LgzbY","in","Indonesia","-6.96144","107.7799"
"919050923678109696","Sat Oct 14 04:03:10 +0000 2017","joeza_eza","At Bandara Abdulrachman Saleh (MLG) (Bandar Udara Abdulrachman Saleh) — https://t.co/Lzp4cJFkz5","in","Indonesia","-7.93763","112.7117"
"919050930762346496","Sat Oct 14 04:03:11 +0000 2017","adeputra_1886","At RM Rata Rata — https://t.co/6dhTbxYTkK","in","Indonesia","-7.77014","110.40184"
"919050952786587653","Sat Oct 14 04:03:16 +0000 2017","topikes","KISAH WANITA MISKIN DAN IMAM HAMBALI Suatu hari Imam Ahmad bin Hanbal rahimahullah dikunjungi… https://t.co/gJbHzqU49P","in","Indonesia","-6.48188411","106.82613567"
"919050952820346880","Sat Oct 14 04:03:16 +0000 2017","Hendroprasetiy2","Baru saja mengirim foto @ Central Java https://t.co/aebiP8PaHK","in","Indonesia","-7.5","110.0"
"919050956293017600","Sat Oct 14 04:03:17 +0000 2017","sudirwo","Make Up and beauty class di LKP Dian, Ratu Elok. Turut mendukung FPLKP Banjarbaru. #beautyclass… https://t.co/PQh1L0pIZg","in","Indonesia","-3.4732291","114.8460743"
"919050957329190912","Sat Oct 14 04:03:18 +0000 2017","temmoy","Gas poollll @ Pasar Ikan Lama https://t.co/F3hk5cTjaM","in","Indonesia","3.58651199","98.68071598"
"919050959921090560","Sat Oct 14 04:03:18 +0000 2017","anistianysyofi","boleh dong selpi selpi di jerman✌ @ Pasar Johar Baru https://t.co/giJgc3SzZV","in","Indonesia","-6.18545342","106.85599681"
"919050986001399808","Sat Oct 14 04:03:24 +0000 2017","Olisimus","I m at Maxi Coin Laundry in Sawah Besar, Daerah Khusus Ibukota Jakarta https://t.co/VvcW26CBfj","in","Indonesia","-6.163378","106.83147"
"919051026610642944","Sat Oct 14 04:03:34 +0000 2017","Ryan_isk4ndar","With Kristina at Gerbang Tol Pasteur [pic] — https://t.co/hfHxTOzuBl","in","Indonesia","-6.91752","107.61913"
"919051052883755008","Sat Oct 14 04:03:40 +0000 2017","AreaCirebon","Meresahkan, PCNU #Cirebon Tolak Kehadiran Bahtiar Nasir - https://t.co/X5ECrvNuzt (Siaran Pers) (Blog)… https://t.co/bhaIpZRkES","in","Indonesia","-6.72952298","108.55395354"
"919051055798796289","Sat Oct 14 04:03:41 +0000 2017","reef_luthor","Santai belarut.... @ Penyebrangan Sei. Gampa-Marabahan https://t.co/UJPbGNlH4T","in","Indonesia","-3.058912","114.713066"
"919051059607240704","Sat Oct 14 04:03:42 +0000 2017","Olisimus","I m at Stasiun Juanda in Jakarta Pusat, DKI Jakarta https://t.co/WocthsxF7e","in","Indonesia","-6.16664097","106.83045924"
"919051061658300416","Sat Oct 14 04:03:42 +0000 2017","SugitoKevin","Throwback Skydisc, Kediri Panggung yg panas banget tapi seru 💦💦💦 📸: jenggot_generasiku ~~ . .… https://t.co/m1KZOeNYVt","in","Indonesia","-6.14248382","106.85764995"
"919051075516272640","Sat Oct 14 04:03:46 +0000 2017","weni_helpa16","Membicarakan keburukanku dari belakang ?? Haha silakan saja ! Itu hanya akan membuktikan bahwa… https://t.co/jDhvTVMdic","in","Indonesia","-3.65","103.8"
"919051109385125888","Sat Oct 14 04:03:54 +0000 2017","magentacoklat","75rb, 10x10 @ Magenta Coklat Padang https://t.co/3LEaWePIij","in","Undefined","-0.91648237","100.35343749"
"919051116695965696","Sat Oct 14 04:03:56 +0000 2017","masnoys_","⚽+🍺=🖤 . . #persijaday #comeontiger @ Petamburan https://t.co/CchyEXvU4s","in","Indonesia","-6.19293018","106.8151756"
"919051141828227072","Sat Oct 14 04:04:02 +0000 2017","Olisimus","I m at Museum Pengkhianatan PKI in Indonesia https://t.co/1Y5nC2R37Z","in","Indonesia","-6.16585357","106.82929441"
"919051178746322944","Sat Oct 14 04:04:10 +0000 2017","dedesambada","At Jl. Raya Labuan [pic] — https://t.co/PKAxj98FzW","in","Indonesia","-6.35238","105.82798"
"919051208446242816","Sat Oct 14 04:04:17 +0000 2017","Chopstickandco","Nasi Ayam Gembil dengan sambal super pedas. Cocok buat makan siang bersama keluarga. #chopstickandco #wtcmatahari… https://t.co/5g37zjuh4a","in","Indonesia","-6.2650783","106.6555539"
"919051226687315968","Sat Oct 14 04:04:22 +0000 2017","azfar_28","With Lutfen, Dinda Dwi, and Hazlia at Bumi perkemahan Giri Katon — https://t.co/TKebStj2jL","in","Indonesia","-7.64184","110.42004"
"919051258236768256","Sat Oct 14 04:04:29 +0000 2017","ana_syakur","Kegiatan tengah semester sdn jaan 3. https://t.co/3ONBLX4uKT","in","Indonesia","-7.5380417","112.0250889"
"919051291036237824","Sat Oct 14 04:04:37 +0000 2017","utenz_brown","Bo2 ayunn.. Tutuplh mata ya Feyy..😒😩 Mami ya yg ngayun yg jadi… https://t.co/uHtJ6N3uGK","in","Indonesia","3.3292298","99.15976635"
"919051299806642178","Sat Oct 14 04:04:39 +0000 2017","punki2309","https://t.co/iZ6otUYan0 (@ Gedung Graha Stikes Faletehan Kota Serang) https://t.co/jANRuYgBEa","in","Indonesia","-6.07421337","106.12477668"
"919051315115835393","Sat Oct 14 04:04:43 +0000 2017","ellysuryani","Sarapan tekwan dulu indiecakes_palembang #indiecake #tekwan #palembang #foodporn #instagood @… https://t.co/zU2gNar8RO","in","Indonesia","-2.94441245","104.75787646"
"919051314826547202","Sat Oct 14 04:04:43 +0000 2017","Punthuk_Mangir","Kreatfitas pengunjung. ... ayo. Tunjukan. Video kreatif kalian ....... @ Punthuk Mangir Gunung… https://t.co/X3S2j9ARMg","in","Indonesia","-7.49683","110.15345167"
"919051320522366976","Sat Oct 14 04:04:44 +0000 2017","Olisimus","I m at Maxi Coin Laundry in Sawah Besar, Daerah Khusus Ibukota Jakarta https://t.co/BubQKLRNwM","in","Indonesia","-6.163378","106.83147"
"919051341498015744","Sat Oct 14 04:04:49 +0000 2017","johan_smmotor","Ford Cortina on process Sm Motorsport Jl Panjang no 38 Arteri Kebun Jeruk Jakarta Barat.… https://t.co/z16G0Ga5d3","in","Indonesia","-6.19770868","106.76938155"
"919051395407396865","Sat Oct 14 04:05:02 +0000 2017","fitrieka_y","Baru saja mengirim foto @ Hotel Mambruk Anyer https://t.co/4JIZfbutIK","in","Undefined","-6.07206","105.88373"
"919051396011343872","Sat Oct 14 04:05:02 +0000 2017","melanieputri14","Hitam Putih inilah hari siang ini. Semangat.... @ Daludalu, Riau,… https://t.co/UtZ8I3ESfn","in","Indonesia","1.08333","100.25"
"919051425484869632","Sat Oct 14 04:05:09 +0000 2017","dennybadut","Kesayangan papa 😘😘😘 @ Pasar Kedungwuni https://t.co/yIJErIr1YF","in","Indonesia","-6.96893305","109.64746484"
"919051504538959873","Sat Oct 14 04:05:28 +0000 2017","D7bintaro","Hi. temen-temen yang ada di Bintaro dan sekitarnya! Sabtu malem ada nonton bola bareng di District7Bintaro .:… https://t.co/Cpj7VGqGxb","in","Indonesia","-6.2763705","106.7316532"
"919051560226758657","Sat Oct 14 04:05:41 +0000 2017","olive_sasha","With Ahmad ZAKI, Sasha, and Al at Nasi Jamblang Ibu Nur [pic] — https://t.co/2dDVpZrbQO","in","Indonesia","-6.71461","108.55509"
"919051573921067009","Sat Oct 14 04:05:45 +0000 2017","ChrisNostalgic","At HCS Cuci Mobil &amp; Motor [pic] — https://t.co/dnYvVOZHCV","in","Indonesia","-7.95843","112.64326"
"919051579277303809","Sat Oct 14 04:05:46 +0000 2017","tmc_restabesbdg","Yang sering bawa anak pake sepeda motor jangan sampai kejadian seperti ini ya.. Sayangi anak… https://t.co/LZZhWFv1xf","in","Indonesia","-6.91409337","107.611202"
"919051580934119424","Sat Oct 14 04:05:46 +0000 2017","radi_bewox","Nonton di kamar sama Al dulu...😺 @ Serpong Green Park Basketball Court https://t.co/ATFRuWU8tt","in","Indonesia","-6.31259","106.70588"
"919051609077927936","Sat Oct 14 04:05:53 +0000 2017","IAgastifa","Era 90an: Host Seputar Indonesia (@officialRCTI &amp; @sctv_) - #adolfposumah Era Sekarang: Host… https://t.co/sFKFGcZEz0","in","Indonesia","-7.4722","112.434"
"919051615662874624","Sat Oct 14 04:05:54 +0000 2017","kamilahnada","With Nafa, divalatisya, and janet at @smanitra — https://t.co/KjnTUYbgQR","in","Indonesia","-6.17011","106.63342"
"919051638039633920","Sat Oct 14 04:06:00 +0000 2017","wanandyoso","Kapan kita reuni lagi?? @ GOR Satria Purwokerto https://t.co/1HIuPuWrN1","in","Indonesia","-6.211544","106.845172"
"919051650660147200","Sat Oct 14 04:06:03 +0000 2017","mencaripemimpin","https://t.co/vnLHE2jVta sendi As-it-happens update ⋅ October 14, 2017 NEWS Tak Mau Terjerat… https://t.co/qmcf7MPMhf #CapeK ? #AdaAqua?","in","Indonesia","-6.22645409","106.88087203"
"919051700836614144","Sat Oct 14 04:06:15 +0000 2017","joejoen2","Karena menunggu itu kaluaman. #jenuh @ Summarecon Mal Bekasi https://t.co/dk2IkrBFJ5","in","Indonesia","-6.22487","106.99883"
"919051702656933888","Sat Oct 14 04:06:15 +0000 2017","Have_84","At Sultan Aji Muhammad Sulaiman Sepinggan Balikpapan International Airport (BPN) — https://t.co/iOrC1Y2NEs","in","Undefined","-1.26199","116.89806"
"919051707270737922","Sat Oct 14 04:06:16 +0000 2017","ChandraTwit","Brunch dulu ahh (@ Warung Pangkep - Cotto Makassar in Magelang, Central Java) https://t.co/kLcWItx5Qn https://t.co/XmtOKDhGLo","in","Indonesia","-7.4899853","110.21769406"
"919051714166222848","Sat Oct 14 04:06:18 +0000 2017","DeasyHariiyanti","Lembur saat weekand rasanya sunyi - sunyi adem… https://t.co/xinO1Xr2p8","in","Indonesia","-6.98326","110.41016"
"919051715357429766","Sat Oct 14 04:06:18 +0000 2017","decynatali","Beksan Srimpi Muncar Persembahan Puro Mangkunegaran Surakarta Gelar Budaya Catur Sagatra … https://t.co/vP4sRk97A9","in","Indonesia","-7.805689","110.36406"
"919051718167539712","Sat Oct 14 04:06:19 +0000 2017","kembangtom","I m at Alfamart warung sila in Jakarta Capital Region https://t.co/bcltO68Sk1 https://t.co/6hYSWXXt9J","in","Indonesia","-6.34437787","106.80421545"
"919051729156571136","Sat Oct 14 04:06:22 +0000 2017","millan_mahes","Takut.. @ Hotel Gunawangsa MERR Surabaya https://t.co/3BlixLTCnL","in","Undefined","-7.3150237","112.7729479"
"919051740120604672","Sat Oct 14 04:06:24 +0000 2017","aldimulyadi_","Teu nanaon sih, ngan nanaonan😶😶😶 . .kangkung_id hndra_demong28 oci.ociw19 @aldimulyadi_… https://t.co/Mj5lKSNp8M","in","Indonesia","-6.91219321","107.6096325"
"919051756981583872","Sat Oct 14 04:06:28 +0000 2017","muhamadichsan__","Selamat menempuh hidup baru ahmadfauji09 &amp; lia_fadliah · · · #akad #wedding #pernikahan… https://t.co/T54Acz1LOg","in","Indonesia","-6.18500792","106.68053708"
"919051765273706496","Sat Oct 14 04:06:30 +0000 2017","faizatunnisa","✌🏻 @ Hotel Santika Palembang Jl Radial Palembang https://t.co/CbqeeqzTIn","in","Indonesia","-2.98116838","104.74805598"
"919051789193875456","Sat Oct 14 04:06:36 +0000 2017","ardan_molyzon","Rapat workshop sekolah ruangguru @ Sman 1 Pamekasan https://t.co/xsJpkf2Y9h","in","Indonesia","-7.1575","113.4827"
"919051835125534720","Sat Oct 14 04:06:47 +0000 2017","Yhoun_iyun","With PUTRI at Pangkep [pic] — https://t.co/HxHpOsJUeO","in","Indonesia","-4.84381","119.55755"
"919051852317995009","Sat Oct 14 04:06:51 +0000 2017","SazlanKoreo","Alhamdulillah all went well.. Tq to all.. Konsert Gelombang Nelayan Nasional 💃🕺👌😍🤓😜 #GNN2017… https://t.co/FSsptXHYii","in","Undefined","4.23333","103.45"
"919051855367417857","Sat Oct 14 04:06:52 +0000 2017","ChoCoFiVe","Hayuk hayuk , tinggal beberapa pcs aja , siapa lagi yg mau next PO .... sumpah bakalan nyesel… https://t.co/3QlQYZvmM3","in","Indonesia","-7.87109763","112.52682209"
"919051866092138497","Sat Oct 14 04:06:54 +0000 2017","mustofamachdon","Arti sebuah mimpi.. _m3_ @ Coban Rais https://t.co/3glt62Eufs","in","Indonesia","-7.92442427","112.5"
"919051903480279041","Sat Oct 14 04:07:03 +0000 2017","mira_benelli","Dari pagi sehat2 aja. Begitu jam empat sore badan tiba2 meriang, kepala pusing banget, sekarang lagi di klinik. Bisa gitu ya.. 😂","in","Indonesia","-6.1282","106.8449"
"919051984048603138","Sat Oct 14 04:07:22 +0000 2017","kamalyasya","satu_it #batchtiga #bagongtim5 @ Kraton of Yogyakarta https://t.co/ouRtnUBCfq","in","Indonesia","-7.805689","110.36406"
"919052022179160064","Sat Oct 14 04:07:31 +0000 2017","bprimawan","I m at JAC School in Jakarta Utara w/ @imikail https://t.co/Z32PcD07mp","in","Indonesia","-6.15194091","106.91553738"
"919052062939234305","Sat Oct 14 04:07:41 +0000 2017","Maeleily","Mine❤️ @ Rumah Makan SS (serba Sambel) Di Margonda. https://t.co/oVZq8MTPjZ","in","Indonesia","-6.39871","106.860966"
"919052100738301952","Sat Oct 14 04:07:50 +0000 2017","mahfursoleh93","Hidup tak ada harganya bagi orang yang tak mempunyai seorangpun kawan sejati... @ Bedugul - Bali https://t.co/eRRi8KubpE","in","Indonesia","-8.27592625","115.16240225"
"919052116030660610","Sat Oct 14 04:07:54 +0000 2017","muhadityar","Siang itu terik.. Tapi jangan pernah menghardik siang. Terimakasih. @ Purwakarta https://t.co/TP9KsyzdVq","in","Indonesia","-6.55","107.433"
"919052159424937985","Sat Oct 14 04:08:04 +0000 2017","iin_riza","Akhirnya ketemu juga dgn bbebcuu yg satu ini 😘 @ Kota Idaman Palopo https://t.co/8PgF0etgUz","in","Indonesia","-2.99031","120.1875"
"919052160486096896","Sat Oct 14 04:08:04 +0000 2017","mencaripemimpin","https://t.co/VsAyahnols #avail Tak Mau Terjerat Rentenir, Pelaku UMKM Jawa Barat… https://t.co/USe2fiVizi https://t.co/HGS1d5l0uK #openbo","in","Indonesia","-6.20882764","106.84555873"
"919052168908357633","Sat Oct 14 04:08:06 +0000 2017","raisyatitta","At Aula Kahuripan Universitas Airlangga — https://t.co/gFqWUWMT5s","in","Undefined","-7.26796","112.78466"
"919052270540488706","Sat Oct 14 04:08:31 +0000 2017","diandFPS","At SMAN 1 Majalengka [vid] — https://t.co/1wwlpSk1t1","in","Indonesia","-6.83332","108.21763"
"919052285417684993","Sat Oct 14 04:08:34 +0000 2017","teteh_novi","With ajengrestu at Kakiku Pusat Refleksi Keluarga — https://t.co/NyBYh4q91w","in","Indonesia","-5.42162","105.24835"
"919052413457313793","Sat Oct 14 04:09:05 +0000 2017","mustbimz","Segelas coklat cadbury hangat setelah kehujanan itu..... describe by yourself ya ges.... 😅 @… https://t.co/rti2Whfn5J","in","Indonesia","-7.80138889","110.36444444"
"919052437482233857","Sat Oct 14 04:09:10 +0000 2017","Resma_ismiraj","With Mama at Yogya Bogor Junction — https://t.co/qMhwAvE4TW","in","Indonesia","-6.58863","106.79536"
"919052438169985024","Sat Oct 14 04:09:11 +0000 2017","laila_indria","Pake The One Eyebrow Kit, bikin alis jadi lebih gampang 😍 @ Pondok Gede https://t.co/8OToAwZKZA","in","Indonesia","-6.28393705","106.91192816"
"919052441802366976","Sat Oct 14 04:09:11 +0000 2017","RistamiKuba","Jika - Ari lasso ft Melly Goeslaw ( Cover ) Tami ft @ferdiseptia Seumpama ada jalan tuk… https://t.co/N8515YhI65","in","Indonesia","1.08333","104.033"
"919052464359272448","Sat Oct 14 04:09:17 +0000 2017","mahfursoleh93","Hari bekerja untuk si pemalas adalah besok, hari liburnya ialah hari ini. #latepost @ Selecta,… https://t.co/aczZdVGe2P","in","Indonesia","-7.81667","112.517"
"919052472039047168","Sat Oct 14 04:09:19 +0000 2017","alfinnpe3","Thanks CS 🙏 Gk nyangka bakal dapet surprise kek gini, walopun telat its okey.. hihii HUT… https://t.co/NmI12QYwYO","in","Undefined","-7.249166","112.753811"
"919052474123612160","Sat Oct 14 04:09:19 +0000 2017","TitaOktya","300 menit loch😏😪 (at Ruang Kelas PascaSarjana S2Kebidanan FK UNAND) — https://t.co/Qw8aBUoa5v","in","Indonesia","-0.93958","100.36876"
